2025-12-07 16:41:45,487 - server - INFO - Database indexes created successfully
2025-12-07 16:41:57,278 - server - INFO - API call health_check took 0.0000 seconds
2025-12-07 16:41:57,280 - server - INFO - API call health_check took 0.0000 seconds
2025-12-07 16:54:55,194 - server - INFO - Database indexes created successfully
2025-12-07 16:54:56,826 - server - INFO - Seed data created successfully
2025-12-07 16:54:56,826 - server - INFO - Redis cache initialized
2025-12-07 16:55:07,397 - server - INFO - API call health_check took 0.0000 seconds
2025-12-07 16:55:07,402 - server - INFO - API call health_check took 0.0001 seconds
2025-12-07 16:55:08,742 - server - INFO - API call health_check took 0.0000 seconds
2025-12-07 16:55:08,746 - server - INFO - API call health_check took 0.0001 seconds
2025-12-07 16:55:09,870 - server - INFO - API call health_check took 0.0000 seconds
2025-12-07 16:55:09,874 - server - INFO - API call health_check took 0.0000 seconds
2025-12-07 16:55:10,400 - server - INFO - API call health_check took 0.0000 seconds
2025-12-07 16:55:10,403 - server - INFO - API call health_check took 0.0000 seconds
2025-12-07 16:55:10,739 - server - INFO - API call health_check took 0.0000 seconds
2025-12-07 16:55:10,742 - server - INFO - API call health_check took 0.0000 seconds
2025-12-07 16:55:11,000 - server - INFO - API call health_check took 0.0000 seconds
2025-12-07 16:55:11,008 - server - INFO - API call health_check took 0.0001 seconds
2025-12-07 16:55:17,742 - server - INFO - API call login took 0.4079 seconds
2025-12-07 16:55:17,758 - server - INFO - API call health_check took 0.0000 seconds
2025-12-07 16:55:29,389 - server - INFO - API call health_check took 0.0000 seconds
2025-12-07 16:55:29,393 - server - INFO - API call health_check took 0.0000 seconds
2025-12-07 16:55:39,284 - server - INFO - API call login took 0.3667 seconds
2025-12-07 16:55:39,296 - server - INFO - API call health_check took 0.0000 seconds
2025-12-07 16:55:43,805 - server - INFO - API call health_check took 0.0000 seconds
2025-12-07 16:55:43,808 - server - INFO - API call health_check took 0.0000 seconds
2025-12-07 16:55:52,953 - server - INFO - API call login took 0.3606 seconds
2025-12-07 16:55:53,356 - server - INFO - API call health_check took 0.0000 seconds
2025-12-07 16:55:53,362 - server - INFO - API call health_check took 0.0000 seconds
2025-12-07 16:56:02,864 - server - INFO - API call login took 0.3767 seconds
